conversation_id,clean_text,subcluster
1637220,Tried to register on Seller Central UK but keep getting this message. Tried multiple devices.,0
1637223,how to play on,1
1637865,preordered cod wwii and it’s still not here yet despite ordering it months ago. #neveragain 😤😤 fuming is an understatement!,11
1638564,alright amazon prime now is sick,1
1638666,I HAVE BEEN RIPPED OFF AND LYED TOO ABOUT MY DMA REFUND NO THEY ARE SAYING ITS IN THE MAIL A UPDATED BULL CRIP I WILL NEVER ORDER AG,5
1638679,"i switched to a monthly prime payment and it said I would be refunded for the yearly charge, when should i expect it?",1
1638808,how to exchange my old phone with a new one for almost all locations showing service not available?,12
1638824,On clicking super saver deals this opens(see Image ),1
1638830,I was going to read this but decided to throw 20 pop ups nearly forcing me to retrieve my free $20 gift card! 😑😡,3
1639312,Is there a way to ask Alexa to play a specific version of song? ex. NOT live version of a song when default is live?,1
1640341,"Hi, do you sell legit windows 7 product keys?",7
1640349,You may want to review the amount of packaging you use.,1
1640354,I was told to ask this site.so does the Sunday night football game stream on prime like Thursday night games do?thank you,9
1640898,Hello! Are there any plans to add the functionality to change the wake word on the amazon tap like you can on the other devices?,9
1640901,"Now expected 5 Nov - 7 Nov We’re sorry your parcel is late.... What utter bullshit you spout, Call yourself a service? You lie.",12
1640930,will I be able to watch Sunday night football ball through prime like we do Thursday night?please respond!,9
1641379,"extremely disappointed, didn’t know i️ had to reach out to you guys through twitter but considering to end my prime membership ASAP",1
1641388,need support with fire TV. Your website also chooses contact choice for me btw.,1
1641395,"Is it policy to randomly cancel gift cards? Trying to redeem gift cards, being told they’ve been cancelled with no explanation why.",1
1641398,used to have the best cutomser service and now I'd rather somersault through broken glass than have to call them. 🙄🤷🏽‍♀️,12
1642024,"I'm getting an error message when i try to get a replacement on a damaged product, any reason why?",0
1642032,Really ? (iPhone for scale...),1
1642191,what happened to the new episode of #Outlander yesterday? Nothing since last Monday?,13
1642723,once I started calling your Reps and Tweeting you I have been banned from leaving ANY product reviews. No reason! #PrimeMember,7
1643388,you need to edit synopsis on season 1 episode 12 of six feet under. I mean really miss spellings? Confront not confont.,14
1643399,HEY get your heads out of your rear and fix the problems,8
1643404,does amazon offer Amazon Household like in the US?,9
1643976,Need to cancel an accidental video order but there's no button for cancelling like it says in the instructions,9
1643986,Guess what. Bug on your flagship Amazon Exclusive product too... What a bizzare !!,7
1644684,"ITS 8PM AND I STILL HAVENT GOTTEN MY FOOKIN ASTROS, WHAT IS LIFE",1
1645154,I am confused. I have amazon prime so o thought I get movies. Why do I have to pay?,1
1645477,Dear Is there really the need to send this tiny object in this MASSIVE BOX #savetheplanet #ecounfriendly #outrageous #amazon,1
1645483,- My Pre-order for Fracture But Whole through amazon still havent shipped =\ . No estimate date. =\,5
1645508,"What is the prob w/your cart pages not loading. Have had this prob. for a week now. First Safari and iOS, now IE &amp; Chrome too",1
1645608,Guess is a joke. Say one thing and it’s a lie. Over and over.,11
1645710,Pumpkin spice &amp; everything nice - make your own here. #PSL 🍂,1
1647474,Your link here doesn't show a form for a publisher to submit corrections. How can I do that?,1
1647480,what the FUCK i’m getting charged $11 for an amazon prime MEMBERSHIP I DONT HAVE,0
1647966,I paid with sbi card but didn't get any message about 10% cashback....,3
1648046,Really expect better from you guys. Especially as I pay for Prime. Not happy. Did I mention I pay for Prime?,1
1648155,Please engineer a way to slow down the Alexa voice. Elderly people can't understand it.,1
1648248,"Trust me, it's not. I placed the order on the 10th of October ffs",5
1648488,can I change the shipping address after the order is shipped?? Please reply ASAP thank u,10
1648496,"getting to the point where not only is Prime not worth it, I might pay extra to *not* get Amazon couriers",0
1648498,"whenever I request to play music from Spotify, the device does nothing but has no issue playing music from Amazon",1
1649123,Hi can I change the shipping address after the order is shipped?? Please reply ASAP thank u,10
1649125,any current promo codes for athletic shoes?,1
1649637,i somehow signed up for an amazon prime free trial what can i do with it,1
1650261,Is it possible to stream from your Android phone? I've never gotten it to work,1
1650263,"how do I get a #Prime #refund, a service I didn't sign up to? #Amazon x 3 months",12
1650267,Is this legit?,1
1650409,getting broken and stale products. Not expected from amazon,0
1650421,if you want people to buy grocery from ur site pls add an add to card on the search page itself no one needs to go to the PDP/plp,1
1650426,so I’ve had an issue and no one has responded to me 😐,1
1650801,"Never expected from a company like Amazon. You should have serious look at your partner ""Gati"".",9
1650893,How come hawaii residents dont get Free No Rush Business shipping to get No-Rush Rewards??,1
1651208,Need to report a fraud/scam using the Name of Amazon.. How to report?,1
1651212,What's the next Tamil and English movie release in prime?,1
1651224,"Hey, your person who has come to exchange the phone is asking me to put my sim and give data access to check. Am I required to?",8
1651243,Bought a refrigerator on 12 month no cost emi but amazon denies it. Taking the customer for a ride??,1
1651533,What's the deal when a parcel doesn't arrive you have paid for and says on tracker that it's arrived? Why should I pay?,1
1651584,customercare guys are not aware about ongoing offers. delivery agent not aware about doorstep load cash offer. no response on ticket raised.,1
1651590,. I need a text not currently in Nigeria's Bookshop. Story Engineering by Larry Brooks. What's the price and how do I get it. Thanks.,4
1651704,"My dearest friends . Having terrible with my order, unable 2 fix or call CC, is there any way Y'all can get in touch with me?? Tnx",5
1651745,....poor facilities....trying to pay from Amazon pay balance for last 90 minutes but failed...at last had to cancel the order....,5
1652056,. seems to have suspended deliveries to some areas in Chennai. But we get to know only during checkout. 😠,1
1652062,two same products sold by same retailer with different MRP isnt this scamming customer?,1
1652067,"my boyfriend ordered a Kindle for his mom's bday and it went to the wrong address, it was a po box but the company moved, so...",6
1652075,Amazon agents mobile mostly remain switched off! What is the purpose of sharing their numbers?,1
1652483,doesn't have much what us has .. v disappointing i fade up to see those item which I can't order,13
1652486,I want 2 extend my gratitude in regards to excellent resolution to my complaint from the entire Social Media Team from Amazon,1
1652900,#AmazonIndia pickup hasn't been initiated although stayed home for the entire duration of the pickup Window. Not even a call,1
1652911,. Can you please confirm if Shameless Season 8 will be available for us every week...?,14
1652914,Hi. What are the reasons for a parcel being delayed?,1
1652940,"when phone is out if stock pls dnt decieve customer...felt humiliation,dnt misguide ur loyal customers",1
1652958,"I ordered on oct 31, since nov 3rd my order says 'shipping soon', it should arrive oct 7-8. When can I expect it to be dispatched?",5
1652961,Why is still taking occasional £1 out of my bank?!,1
1653429,"ITS BEEN THREE MONTHS THAT I HVNT RECEIVED ANYTHING YET STRANGE.EVEN IM TRIED TO GET THE REFUND FROM THE LINK ,It's NOT WORKING.",2
1653443,my order was returned to seller without any prior msg. spoked to your supervisior shabnam she was unable to resolve the issue,5
1653447,Expectations vs reality..thanx for this wonderful service never expected such awesome results from amazon,12
1653451,Any reason you're not refunding an order that is not marked as non-returnable?,5
1654205,It's here! #XboxOneX has officially launched. On behalf of everyone at Team Xbox thanks for all your support &amp; enjoy the new console 🎮,4
1654672,"Patanjali Special Chyawanprash with Saffron , 1 Kg #Loot #AmazonObhijaan #AmazonIndia",1
1654965,I'm gonna coop up in my room under blankets and watch horror movies now,2
1654967,how to contact amazon directly?,1
1655017,tell me what detail do you need?,1
1655089,"I've been charged full price membership for prime and not the student price, how do I go about verifying my student status?",1
1655108,Any chance of despatching my order? Pending since eighth October.,5
1655110,. Thanks for Officially ruining the Diwali for my daughter.. when order promised by 17th .. now changed to 20th and cant deliver,4
1655129,#echodot is here . Let the magic begin #alexa,1
1655148,Seriously? All this packaging and a huge box all for the tube in the middle. #environmentallyunfriendly,1
1655182,"hi, bought some Marshal headphones through you guys a few months back but it's faulty now, do you guys provide any warranties",1
1655208,why do I have to wait a week for something I ordered when I have prime,1
1656697,"Do Add ""Tom and Jerry"" &amp; ""Swat kats"" in cartoons section. #Suggestion",1
1656732,is amazon household available on amazon.ca?,6
1656735,Kindle Oasis suddenly removes all books from my library.,6
1657352,Thank you for embarrassing me by wrapping a gift with damaged paper. 1/n,1
1657367,very poor service not receive my product yet. What is the use of giving gift of rs.50. Any penalty in late shipment .,12
1657371,support has gone to shit,1
1657855,Please sort out this Mugman listing with . It was changed last week from the vinyl to the Pop,1
1657861,"such bad service.... expect you to sort your problems out with sellers.. my contracts with amazon,,,, wont be using you again",12
1658312,Do you guys have any guides on how to gently explain to a friend you haven’t seen since HS that they’ve joined a MLM scheme?,1
1658323,pathetic cust service u hv. I dont receive msg w/ del. agent ph no. &amp; he cant contact me.. tried calling cust sup &amp; they play IVR,12
1658332,If I still have my subscription but cancelled my prime do I still watch through Amazon?,1
1658339,Had to file away paint to even make the legs fit &amp; now we see the seat damaged!!!,1
1658730,had a word with customer support regarding returning of an item But she was rude that m thinking was it a mistake to shop?,13
1658736,"If my iPhone drops &amp; breaks, and will need to figure out who replacing it.",1
1658744,"Thanks .Some poor bastard is F$&amp;KING a goodie bag as I have a chat with my 6yo Bc I told him to “go ahead &amp; open the box,it’s for u!”",11
1658748,Why My Amazon Voucher code is showing this problem? Please fix it. Thank You.,1
1659003,thanks for anothe late game pre order gj,4
1659287,I'm vry upset why it is not cncling also I have reordered one item with two day dlvry but shwing pkg is late. I spnt 80 for that.,2
1659293,No reimbursement for apparels even when they are used by customers. Please please do something quickly. #HearUsAmazon,1
1659685,FMV wrongly calculated by FBA. I am befooled by customer as well as FBA.,1
1659702,- Offer - CC says I am eligible. Yet no CB. CC giving dates after date. Really fed up with #Amazon in CC. No info. - Never in lat few years felt like this.,9
1660438,Can you pose respond. The issue is still there when looking at your own w/list?,1
1660449,All I ordered was cat food for goodness sake! We told you to leave it outside our building! Why did you drive away!,1
1660804,can we buy prime membership for next year now and activate it when our prime membership gets over? #amazonprimevideo,1
1660811,amazon fire TV stick が届いた！ YouTubeがテレビで見れる。 #amazonfiretvstick,1
1660813,Amazon great job.. service u guys providing is superb. Keep up the good work. Happy customer good business . #Amazon #AmazonIndia,10
1660831,there are holes in ir product😠😠,7
1661106,"I haven't received my refund yet frm ,is it scared of Jeff Bezos dropping to 2nd position again, if my refund is made? #Amazon",1
1661115,Is there a way to revert the site fonts and colors?,1
1661414,This is not true. No one came to pick up or called us even. Logistics is lying and blaming on customer.,1
1661418,hello its very difficult to contact you and its urgently required as mic of headphone is not working so need support asap,2
1661433,Thnx 4 d terrible shoppng experience. Real eye opener for future shopping decision. Y promote offer whch u dn't intend 2 deliver?,10
1661446,Also looks like I’m getting 2 project scorpio edition #xboxonex as I forgot to cancel my amazon preorder. Explaining to my wife will be fun,9
1661458,"preorder this about 30secs after it was available, came on to find a ""payment revision"" then this?! What are you playing at?",6
1661461,"Oh my god. Amazon, please forgive me. I am an idiot.",1
1661494,I had returned one item a month back but still haven't received the reimbursement yet!,13
1661520,Wow. So tricks you with the $25 free shipping. Pretty upset at the deceit.,1
1661524,Can this prime get any better? Is there anything you can't get your hands on? #LovingThePrime,1
1661540,Hello. I’ve been trying to order two items and it’s saying it’s gone through but when I refresh the page it’s saying I,11
1661769,In Amazon no easy returns all the ads are fake &amp; I m feeling like hell,9
1661780,my Xbox one x hasn’t moved and hasn’t shipped project Scorpio edition sort it out.,1
1661789,what's up with this? A lot of videos are saying I'm unable to watch and some I've purchased.,2
1661802,Check out my author page at this easy to remember url! via,1
1661842,It's silly how hard it is to change my Super Mario Odyssey pre-order on . I want to change my physical order to a digital one. dasit.,5
1661860,Ver Thursday Night Football EN VIVO por este jueves. #TNFonPrimeVideo,1
1661900,"Dear why I have been charged $8.99 two consecutive times for ""Digital services"" when I haven't bought anything?",1
1662603,This link appears to be broken,1
1662641,Muchísimas gracias por el detalle 😍😍😍 #ghostintheshell #cyberpunk,1
1663539,"Hi! We are trying to order Amazon Prime as a prize for a student but can't see where to do it, can you advise please?",5
1663584,why cant you guys share correct contact numbers ???? Same issue happened twice,1
1664048,. one.month to the order and still not dispatched ??? Kindly enlighten me,5
1664419,Charger purchased from blasts within sec of plugging in. Endangering lives of customers. Investigste and refund! #FakeProduct,1
1664424,When make you think you're getting your Xbox on release date but actually you're not but here's a £5 voucher 🙄🙄 shite.,0
1664450,Pre-Ordered the Xbox well in advanced and might as well be Wednesday then before its here ! Not cool guys,1
1664461,Woooohooooooo my Scorpio #XboxOneX is ready for dispatch so thank you 😃👍😃👍😃👍😃👍😃👍😃,1
1664797,Right. Further to this weekend's debacle with and and the missing prepaid item; the various lies told etc:,13
1665713,Road to the Games is no where to be seen on any apps apart from the websote portal.,1
1665736,. Placed an order with my intl CC and asked to do address verification by FAX. Really guys? Who in 21st century uses a fax machine?,5
1665830,Didn't expect this from #amazonindia . Worst service ever. Very disappointed .,12
1665970,Hey previously I had called regarding not available PS4 in my PIN code are. But finally i make it possible. Do you know how?,8
1666017,Less than 12 hours from order to doorstep. Incredible. #AmazonPrime,5
1666171,again more fishing emails using your name !!,1
1666173,"Thank you , so easy and convenient to stream some live cuts of music while doing some chores",1
1666176,I am interested in buying a DSLR camera but the price haven't changed after the Govnt. Reduced the GST from 28% to 18%. Instead the prices have increased. Why haven't the prices decreased ?,1
1666216,a product I purchased in October stopped working. Is there a way to get in contact w the seller to figure out how to fix/replace? #amazonhelp,7
1666219,Didn’t know delivers laptop sleeve to my phone.,1
1666237,Hey if my order from 11/17 hasn’t shipped YET how will it arrive by Monday?,8
1666514,when can I set recurring reminders on Alexa?,1
1666551,"How does the Amazon.in decides that one review is most helpful, or most responsive?",1
1666555,I booked shoes it has shipped I want to cancel order n try to book other but there's no cancel option. How then ??,5
1666571,"Highly disappointed with More than INR 14,000 is to be refunded and no1 cares to revert to a single mail of mine!",1
1666577,Feeling cheated by my order's cancelled coz of their internal pricing error. #Earth's Most Customer- centric Company,1
1667151,Hey why is it that when I go to update payment and not change anything but press save does it make my preorder come a day late?,8
1667748,What's up with running ads before all their shows now? We're already paying you...,1
1668282,Perfect example of how corporate giants make normal customer tennis ball.,1
1668284,",Please fix asap.Thanks.",4
1668286,i have tried soo many times but unable to order this fone.,5
1668295,Still nothing happening with my #XboxOneX preorder at .,1
1668306,when will I get my refund? I have already sent you my things?,1
1668352,"Dear , where exactly is my order? I select Amazon on Wheels Sec 62 Noida, but they seem to be lying. Never heard from them.",5
1668364,"The computer case I ordered arrived damaged, can I get the damaged part replaced without sending back the entire case?",1
1668847,I added mum to my #AmazonPrime now she's getting all my notifications of what I've ordered why? How can I stop this.,0
1668911,I bring an amazon prime member (__email__) feels cheated as a customer using amazon services .Pathetic servc,1
1669396,My order came! #NNFN students requested books for #NationalNonFictionNovember,5
1669420,why is this happening on amazon video? I purchased the series last night. No other titles are doing it.,1
1669433,. Can’t wait. When are you going to make it available?,6
1669442,What more can I expect!! This is the reason we love Amazon and it's the leading online store of the world.,1
1669445,Any chance we'll be able to put downloaded titles onto an SD card for android devices? I know allows it.,1
1669831,"Sorry kids, Santa's not coming this year. $1 Mill in shipping for a 30 dollar item?! In what currency and on what planet?!! Lol",13
1669873,can I use multiple gift vouchers for one transaction?,1
1669894,Why have I been sent something which looks nothing like the picture???????,9
1670265,xbox one x shipped 120 hours ago and there's been no update to tracking at all. Supposed to receive tomorrow... #primeshipping,1
1670307,"Ordered a title through Amazon Prime, started streaming but it doesn’t have subtitles. I’d like a refund if possible. Have watched 2 mins of it - basically until they started talking. I can’t find how to cancel on your website...",9
1670309,Dear - please stop automated calling for every order - extremely annoying,5
1670692,"Its been 1 month &amp; my query remains unsolved till now. All mails, call &amp; twitter private message went in vain",1
1670707,"theres an item i want to pre order that releases tomorrow, but the estimated deliverys saying that its going to be a day after?",5
1670713,hi can you DM please,1
1672030,"Hey India what is happening? Looks like your systems are compromised, as me n my frnds r xample. Pl come out clean and act on my complaint",9
1672035,# pathetic customer support # worst online shopping experience,1
1672046,"O , nem pra responder o feedback hein.",1
1672586,"Exchange was not avbl fr #Op5 in Mumbai, Hyderabad, Nagpur and Visakhapatnam Then why this offer? #TimePassOffer or #KiddingOffer",1
1672607,I purchased a falsely advertised item from amazon. I've returned the product to the seller. 1/2,7
1672897,"ordered items for my holiday for tomorrow and they haven't come yet, this is supposed to be prime!",1
1672901,I called ur #HelpDesk but was in mid sentence explaining my problem till I was disconnected! #Firestick #NotWorkingNow #HelpMe,1
1673488,After 61mins on a call with all I might be able to do is 'wait'. Sometimes puts you in precarious situations. #fail,1
1673688,was extremely annoyed to find my parcel left over my gate in the open how do I complain please this is not acceptable.,1
1673699,Kinda sad :( forgot to send the bookmarks with the books!,1
1674024,"Love but seriously guys, you need to sort out the packaging overkill!",1
1674205,with regards to your 2 year kids edition tablet worry warranty. Do this still count if product has been purchased elsewhere?,7
1674215,is there any phone on your website which I can buy with exchanging the INFOCUS mobile phone.? I have an INFOCUS phone,1
1674472,"this. I. Is totally beat up, and retapped, and the contents beat up. Thankfully they’re all dry goods. Do better.",1
1674661,"Dear Amazon, Where is my leaf blower!!!",1
1674825,"plz add Hindi audio feed for ""Man In The High Castle"". Such a good show. Hindi feed will increase viewership.",1
1674830,why take 100rs extra from me when it's been over a week and my order have not arrived?,5
1674836,The folks over at are amazing !!👍👍,1
1674841,If there is a prize for biggest packaging overkill I think this must be a hot contender...?! 📦 🥁 💄,1
1674843,this packaging is wee bit too much wouldn’t you say?,1
1674867,. columnist &amp; MTT blogger took her Amazon Fire Tablet on holiday. Where do you use yours?,1
1674953,Hi and why there is no #kannada movies in prime??,1
1675547,why is it so difficult for you to deliver to my house?! I am absolutely fed up with my parcels automatically going next door! ...,1
1676334,"Disappointed amazon sells old products, purchased new watch on 6NOV17 and found calls of july17. Fraud (Order- 4__credit_card__)",13
1676340,"Disappointed amazon sells old products, purchased new watch on 6NOV17 and found calls of july17. Fraud (Order- 4__credit_card__",13
1676343,Sebastians' favourite part of prime deliveries,1
1676412,Would like some cushioning or any cushioning at all. :/,9
1676496,is a terrible service. I will forever make sure everyone I know never uses it,12
1676570,I’m still not over the fact I was able to order by pressing a button on the fridge.,5
1676602,have been charged for annual Prime membership!! Did not sign up for this...how do I get a refund?,1
1676660,You guys should re-think your partnership with . I still haven't received my OnePlus 5 after countless calls and messages with them and I am tired dealing with them now.,1
1677977,Not sure this is the best way to leave a parcel on a busy main road #suchasafeplace,1
1678001,hi guys i have AMU family but notice some albums i have to pay for can you explain why i thought all music was free,1
1678005,any new shows coming on prime video,13
1678014,I didn't get my order and your CS is horrendous,5
1678557,i have not received a refund yet,1
1678589,please integrate Google home cast feature. It's too late already!,1
1680119,"Good gracious, , what sort of shipping method takes 6 weeks? Is it coming from a Tibetan monastery on a mule?",1
1680142,Have spent the better part of the morning trying to exchange a pair of shoes from a size 10 to a 9. Why is this so hard?,1
1680355,I have sent this product 2 times but not done an quote different address,7
1680383,i have mailed you and contacted you but now I am felling prime membership and easy returns &amp; refund all are fake,1
1680390,y do I'hv to chase on smthng u offered n shud hv hapned on its own.Right? U r gng the same way as other shoping portal .Downhill,10
1680437,Thanks drivers hit new low &amp; didn't even knock before dumping parcels outside front door. They are soggy #leftintherain,4
1680459,Wish this Diwali provided us with smooth and hassle less payment options. Not done.,1
1680623,"I accidentally locked my kindle screen while reading. How do you unlock the lock screen, so that it can rotate normally.",6
1680951,Added 1000rs in my Amazon wallet and even after half n hour still it is not added in my pay balance. Wht 2 do?,1
1680954,"I ordered my oneplus5 on 1st Nov, 2017 and the scheduled date was 6th Nov. Haven’t received any update on tracking since 2nd Nov.",1
1680967,"""Behind the wheelie bin."" 🤔 #amazon #lol",1
1680969,Your phone support is horrendous. Total garbage,1
1681744,"was hoping Amazon had heart, found out otherwise. Weeping for my expected guitar :( Flawed tracking system. Now 9:30 pm.",1
1681814,plus amazon says they sent the authorization,1
1681816,I bought laptop on 04.10.17 but it’s showing from 23.08.17 on warranty portal of Lenovo,11
1681827,"The graphic drama returns! 2 deadly stories, 1 deeply nuanced new season. Watch #TheGirlfriendExperience",14
1682715,hi! do you guys accept visa gift cards as form of payment?,1
1682728,Hi any reason why a One X preorder is not delivering on day one? #XboxOneX,1
1682735,purchased this glass hob from Amazon.in ... Prestige is not providing a good quality product...Knob have defect ...and there is no proper maintenance and repair service nearby of Prestige products brought from online stores,12
1683474,how to play treasure hunt???? Is it live????,1
1683601,how can not available Micromax Canvas Infinity Not Sale,6
1683603,Is this your fax number? 1-206-922-5821 they are requesting my e-mail address by e-mailing to my e-mail address😬,1
1683606,"Hello, have a query on d streaming quality. I use Prime on diff devices with diff settings. Which one d Smart TV will use",1
1683608,"Still no books 😭💔 and , hurry up! 😅",1
1683621,Please bring Swat Kats (both seasons) in English and Hindi! 🙏 #childhoodmemories,1
1684342,Can you please courier my products on priority base before or on 21st of this mnth as I wont b avl in Bangalore aftr d said date.,1
1684356,I ordered a couple of books with Prime yesterday afternoon with the promise it would be 'one day' as going away tonight.,1
1684362,Would be grateful if you please OPEN your MAILBOX to get Wiser about the GOOF UPs Taking Place .in,1
1684573,"Hey If someone didnt get their AMAZON pre order code from you, how do we go about rectifying that issue?",8
1684592,thanks for messing up my pre-order for the Xbox One X. I won't be preordering with you ever again. Utter shambles.,5
1684601,Sometimes talking to via the phone and chat is like visiting a dentist for a root canal.,9
1686863,Brilliant packaging,1
1686866,"why is Pandora dropping in and out? Plays 2 second, drops out for 10, plays another few seconds.",1
1687063,when will the Xbox one x be dispatched as it says nov 4 and mine has still not been dispatched,1
1687082,"Go home you’re drunk. Ps, my cats really pissed with you.",1
1687276,hi Amazon. I ordered Sonic Forces last week to arrive on release day tomorrow but apparently it has yet to dispatch?,1
1688592,Hi. I was sent an USA flag instead of the remembrance pin I ordered! Order was fulfilled by yourselves. How do I get in touch pls?,5
1688616,How do I block explicit tracks on prime music pls?,1
1688619,"Not normally one to moan, but dealing with customer services is really frustrating. All I want is call of duty!!!",1
1688652,"For some reason I have over a grand of pending transactions from , on my card 🤔🙄😳",3
1688712,amazon website is not opening... is there any server issue???,1
1688719,"Hey! When the OnePlus 5T goes on sale on November 28 on , will it have exchange offers? I wish to exchange my OnePlus 2 :)",8
1688769,Really ? Two light sabres from the same place sent in two massive boxes with a mile of paper in each. #notenvironmentallyfriendly,1
1688830,I did not get cash back as told by site,1
1688925,can't able to access the files that I have transferred through USB cable from my pc,1
1689282,why are you hiding my review I am very upset about being sold a fake through prime,1
1689293,Yo . Where do I get my Towelie bonus content for South Park FBW?,1
1689298,when IFB person will come for the demo??,1
1689319,Not good company Amazon My problem not solved,1
1689445,Pretty cool selling strategy by .Only one in stock since yesterday and that too after selling many pcs. #AmazonGreatIndianFestival,1
1689500,Ya era hora . #AssassinsCreedOrigins,1
1689504,My kindle touch is defective. I'm wiping the silk to a single page. But it appears on every page. Please send another one,6
1689517,Have a big problem with my order please hit me back here,5
1689522,"hi, I preordered Call of Duty but the code I was emailed has been used apparently. I've not redeemed anything so a bit confused",1
1689528,"my Alexa is a great concept, too bad it can’t go more than one minute without turning itself off 🙄",1
1689530,"Hi, does the possibility exist to substitute the 1st Xbox one gen buying the newest version? Thanks &amp; cheers",4
1689573,", please put a leash on your third party sellers; had another order go sideways again.",5
1689576,Since when did start taking pictures of deliveries?,1
1689619,any ETA for amazon.fr ? Thanks,4
1689635,. is selling products over MRP in the name of free prime shipping. Cheating at its worst! #HelloDiwali,1
1689738,Prime used to be a great service. Either distribution is messed up or they have an algorithm for loyal customers. 8-day Prime now?!,12
1689745,"Not So Cool . When you are supposed to play and Smash it, it's smashed in transport itself, Looks like someone tried to fold it!!",9
1690764,"You're killing me , will it ship, will it not. Ugh. #XboxOneX",1
1690806,unfortunately the couriers you’ve advised have said that the items are too heavy/big and can’t colllect!,1
1690828,hiya I've been charged for prime instant video but I did not authorise this transaction! I had to google it to see what it was!,1
1690840,What do I do if the royal mail are refusing to give me my parcel from you?,1
1691619,"Of all things you could have lost , the pockets for my wedding invitations, rly? This is not ok &amp;I am so not happy. I need them now",1
1691924,I preordered an item back in august and you have told me that I may not actually get the item but have been charged 🤬,13
1691931,3rd order shipped from Amazon where the bottles tampered with via .com,5
1691948,There is no more paging on wishlists. With bigger wishlists it is now almost unusable. Is there a way to get the paging back?,1
1691985,and you two need to talk to each other there is clearly a break somewhere,1
1692451,any reason why episode 8 is locked for Outlander season 3 #firstwife,14
1692602,"hey team, how do I complain about quality of goods?",8
1692608,It doesn’t matter but did change their Prime shipping speed? I thought if you ordered Sunday you’d get it Tuesday.,1
1692658,The Becoming of Noah Shaw is out tomorrow but says the release date is nov16 and will be sent dec 4!!! Are you out of your mind? 😱,1
1693530,"If keeps using the USPS for Prime deliveries, they will need to start paying me. I have to go to the post office. How convenient...",1
1693548,Fucking HELL. My Prime membership came out of my debit card instead of credit. So much for food til next payday :(,3
1693597,"I ordered whipped cream stabilizer from . Instead they sent me 2 lightning adapters. , why are u sabotaging Thanksgiving?",10
1693604,Week made 😀😀😀 thank you,1
1693608,Where di I found results???#AmazonPayQuiz,1
1693619,Oh what a surprise parcel hadn’t cancelled has been delayed #Amazonareuseless. Won’t use again now #justsaying,1
1693636,"Is there a tier of #AmazonPrime, where they will actually deliver all the way to your door instead of dumping it in the yard?",1
1693656,is it normal for something to be stuck on dispatching now all day?,1
1693671,Hey - bit too much packaging used for one small battery? Seriously I think you need to look at sorting this out.,8
1693687,you have a packaging problem.,1
1693689,". They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond",1
1693707,Not sure if you would be interested in knowing terrible experience I had while trying to rectify problem with my A/C,1
1693743,"Alexa is the first virtual assistant that's pronounced my name perfectly. Well done, Alexa has great Indian pronunciation",1
1693749,Shall we say... still working the kinks out?,2
1693752,"suck, my order is stuck intransit limbo and it’s automated system gave me an hour wait to speak to a human",11
1694350,wrong informations always..and fault promises with #Amazon staffs...none of the promises are fulfilled. to hell prime membership.,1
1694495,fuck service provider ur. Better you leave india. Flipkart provide better shopping experience on their website,12
1694497,Thanks To you for delivering the Product so fast! Made Diwali More Special! Surely you know the secret of keeping customers Happy,4
1694500,We need to talk. Can you spare someone to give me a call? I have a kind of complaint/suggestion.,1
1694542,why do u promise if u can't full fill.. WORTHLESS you are being such a big company u cannot take care of immediate clients,10
1694551,Is something not right in this??? Is a GREAT INDIAN FESTIVAL celebrated with a damaged idol!!! #Damage #AmazonGreatIndianFestival,1
1695866,do I have to guess where my parcel is? #amazon #AmazonPrime #CustomerService #AmazonUK,1
1696860,: can you use FSA on purchases ?,1
1696866,#Alexa is a nightmare for parents. “Where’s my stuff?” says what is in the parcel. #christmasruined if any kid asks this.,11
1698699,"I love , especially #AmazonPrime but some of their vendors/products are becoming a bit questionable in an ebay-ish kinda way 🙁",1
1698712,"""Alexa, turn on all lights” and get this party started! Happy Birthday ! #HBDAlexa #PhilipsHue",1
1698738,😅 I wish the box was bigger! My phone chargers need more space😅 #excessive #FirstWorldProblems,1
1698754,Were those of us who ordered the standard edition Xbox One X upgraded to the Project Scorpio Edition?,1
1699041,"Hello, my order says it was arriving Friday- no sign of it and can’t do anything about it online?",5
1699066,. worse buying experience from . Returned #Nokia6 AWB# 710399872729. New phone not yet dispatched.,13
1699097,Do you accept Sodexo Coupons as payment on Amazon Pantry?,1
1699117,I bought the FireStick and it keeps giving me 5505 error about device location and supported locations. Where can I change these?,1
1699744,"hello, these oders status means my payment has been accepted?",1
1699753,Prime Photos is stuck at 100 and does not want to back up items any more.,1
1699852,how does someone make a warranty claim for a Kindle kids that was bought from Tesco within the last year? #WorryFreeGuarantee,6
1699941,My parcels really have took a trip round the world coming up to 2 weeks now and still not here 💁🤦‍♀️,1
1699991,PLEASE STOP A SHIPMENT. UPS tracking 1Z3Y09F10314092101,1
1700020,add photo id proof feature is not working at all.,2
1700035,We are organising a Research Marathon - 'InQuest 2.0' in NIT Surat. We would love to have you as a shopping partner.,1
1700041,Still no reply from regarding my parcel being late and now it’s telling me it’s gonna be here 6th-8th November...NOT GOOD ENOUGH,11
1700085,"I’m premium member &amp; book collector; bought tons of books, arrived in mint condition. Suddenly books arrive shabby. What gives?",1
1700101,logistics are basically a bunch of morons that couldn't qualify as uber drivers and now fuck up deliveries instead. #amzl,1
