conversation_id,clean_text,cluster
2117490,.in: Ensure you do environmental friendly packaging. Ordered few groceries but received one bag full of plastics!,0
2117533,Dear . There is nothing in my buying history to suggest I would buy a second Dan Brown book. Bought one. No need to repeat the error.,0
2117625,no new deluvery date. Ordered with prime. Due today. Speak to me people.,10
2117726,I applied for the post of Area Manager - 552821 a month ago but haven't received any response yet. Request you to review my application.,0
2117738,Order didn’t come yesterday by AMZL. Says now it will be here today. Or tomorrow. No explanation or apology. How am I supposed to know when to be home?,10
2117740,"Who are these random people delivering my packages?? Yesterday some woman came, handed me my box and pet my dogs for like 10 minutes.",7
2117743,"I had a delivery due yesterday, confirmation that it was delivered too, yet no sign of the parcel. How do I lodge a missing item?",24
2117746,"Hey : if I order a book today (Weds, 11/8) and pay extra for 1-day shipping, the book should not be scheduled to arrive on Tues, 11/14. In no universe is that ""one day.""",8
2117757,"Tell me why Amazon has charged me $120 in the past 18 hours for a membership I don't use, and without my permission or any notice. What the actual fuck",11
2117759,was in trial time for student prime.. without any prior notice you deducted fee from credit card for prime..pls do return it or I am going to deactivate both prime and make sure won't order from Amazon. Thanks,4
2117762,you ask me to review. I did. Iv not received the item due to delivery issue abd stated you sorted refund. Whatsthe problem??,2
2117766,Dear pls cancel the Order # 171-5020001-7757902 As ordered by mistake. Already talked to one of your executive yesterday.He assured me to cancel the same from his side but nothing has been done till now. Need your involvement.,21
2117770,Delivery boy never contacted me. I get delivery from other sites at this address. Why my package is returned? I need it right now.,2
2117779,I ordered something from amazon and didn’t realize I️t was a third party me they didn’t give me tracking details for my package..,22
2117783,Thanks for providing me refund this quick. Amazing customer Support :),0
2117788,I have made a purchase of oneplu5 with an offer of 2000 rs cash back on credit card payment within 7 Nov. I hvnt received yet!!,21
2117792,"please tell me how your courier service finds it acceptable to leave 4 parcels with a stranger on the street. Not even knocking on the door , literally stopping someone on the street!!!!",0
2117797,where is my package? Says it’s being delivered today but when I track the package isn’t even in Texas 🙃,22
2117799,Hey do you really think this is acceptable?,0
2117802,"Hi, I would like to cancel an order I made through . It's yet to be cleared through the customs. Can you help me?",15
2117809,totally screwed up. One X still hasn’t arrived or shipped. Absolutely ridiculous,0
2117813,Whether all winners declare on the contest watch five titles on prime video??,0
2117815,Is this your fax number? 1-206-922-5821 they are requesting my e-mail address by e-mailing to my e-mail address😬,0
2117817,Shocking service &amp; not solution to failed delivery of £450 order!? #poorservice #Clueless,2
2117819,What has happened to Prime One Day Delivery? Both parcels I ordered last week have taken 3-4 days and one of them still isn't here...,12
2118883,"Hey i ordered 3 items on the 10th 2 of them just got into my state, but the other one has been ""preparing for shipment"" since",16
2118891,"No, I don’t want to watch bubble guppies or wishenpoof... why are these my top suggestions?!?!",11
2118893,I know you stop your postal service on 31st October but been waiting over a week for next DVD 🤔,9
2118896,Having issues with deliveries via over 30 lbs because del person has a medical condition. USPS pkg limit is 70#.,0
2118923,I got a update saying Redmi 4A sale on 26th October at 12pm but now I can't see it!?,16
2118950,Your chance to start earning extra money begins now. Amazon is hiring full-time associates in Kent.,17
2119243,Yet another terrible experience with team. Safe to say 9 years of prime membership is over.,0
2119254,"So I realized I have 206 steam games, 40 gog games, and 13 Uplay games a couple of origin and twitch games...a large majority of them I got for free. I need to play my video games. 😅",0
2119261,What's the point of having and paying for Prime if packages don't ship or come on time?,7
2119265,I received the wrong item and returned it but I still haven’t been refunded.,0
2119275,"Hi, prime is available for Belgium, does that include music too? Thank you.",0
2119286,when you have a commercial delivery address required..there is no point delivering at 9pm!! ...or even a private address for that matter.,2
2119288,Raised a request to update GST no on seller account panel 2 days back. No updates yet. Pls help,3
2119294,you played me ergo you played yourself. #canceled,0
2119300,"what part of cancel order don't you understand? , bloody useless .",11
2119303,Nobody at has made me feel like they give a shit about my issues at all in the past 24hrs. Dreadful customer service and has 100% made me reconsider any future purchases.,6
2119315,I ordered something from Amazon and I checked the tracking to see it’s been “delayed” because it’s already been attempted to delivered once however I’ve been home all day,24
2119344,I am prime and live in the Netherlands. How can I make my profile reflect that?,0
2119346,I’m at a loss to track down what has happened to my Xbox 1 x. It’s down as delivered but no one has been here to deliver 😢😢😢,24
2119348,What's going on with the site and app?? When will it be fixed?,13
2119354,"Over the course of Obama's eight years in office, Pete Souza estimates that he took approximately 1.9 million photos — sometimes more than 2,000 each day. His new book, ""Obama: An Intimate Portrait,"" is a collection of his favorites.",0
2120818,Recently ordered one shampoo and packing was not well I requested to improve packaging and today ordered the same product again and packing was 10/10 .best in india,10
2120827,hey I need help I'm not able to use the find that I have as gift card on my amazon account!,15
2120829,why don’t you ever DELIVER MY STUFF ON THE “Guaranteed” FUCKING DELIVERY DATE. Y U GOTTA LIE TO ME,11
2120831,didn't know there was a limit to no. of downloads I can have at a time in Prime video. Strange!,4
2120950,I could not reach in UAE Amazon's number. Kindly arrange for redelivery of the same.,0
2120970,Hey where is my order?? delivers in promised date what abt u??,0
2120984,"kindle app, store page scroll is not smooth on android devices. Do check and fix. Thanks #HappyDiwali #Deepavali .",13
2120991,hopefully dnp will sell truth bombs on websites other than their official store,0
2121008,Amazon India is way ahead of other e-commerce players in terms of goods availability. Just love the experience. So far it's all good.,1
2121011,Hi my account is meant to be closed but im still getting emails about prime payment issues?,3
2122255,Any special offer for Men in #MensDay19Nov,0
2122258,Securely hidden package huh? not the first time we have had packages 'delivered' and just left by the front door!,7
2122261,. can you please tell to send me the Xbox Scorpio I ordered instead of the two boxes of blackcurrent Capri sun. 😡,0
2122269,till now my order is not delivered but i am getting the message that it has been delivered . Is this your service .,24
2122271,"A day late, my Xbox One X is here, in the shittiest, flimsiest packaging that could find, looking like the courier kicked it down the street.",0
2122273,I have a Wink Hub and all of my lights/devices are double or triple listed,0
2122275,Thank you! for giving me 1200 rupees off on just when I was running low on cash. My Christmas will be merrier with my family 😍 #amazingamazon,1
2122287,You guys talk a lot of the tech you use but you just shipped me a 100 tablets centrum box and the box says they expire in 60 days. I am supposed to take 1 a day. Common sense !!,1
2122291,I HATE AMAZON LOGISTICS.,0
2122299,"Hey, can i use to pay for amazon prime? Cant seem to get the option to show up. i can use it for orders",23
2122302,"I ordered a product and it claimed that it had been delivered in Cottonwood, Arizona. I live in New York and never once indicated that location for delivery as that is on the other side of the country.",24
2122305,Well done and Xbox one x Scorpio edition broke right out the box and no other limited editions to replace! Fantastic!,0
2122316,why does it take so long to load up initially or even just click an app? Is there something I’m doing wrong?,13
2122318,"I do love it when my stuff turns up in one piece, but a 7x4x4"" box for pool cue tips is wasteful. Glad it is at least #recycled",0
2122323,We ordered grocery from your pantry and my only concern is use of plastic for packaging. So much plastic?,0
2122326,Y the neck you deliver it only in major cities and towns.. what's the use of Amazon prime or flipkart ac.,0
2122328,pathetic courier service in Mangalore my product getting returned coz courier agent fault 408-9788682-2477151,21
2122334,For the first time didn't get a response from you !,4
2122342,forgot to tag ya. Read the last tweet that's for ya sweet amazon!,0
2122344,"Apparently, has no control over their own local courier service centre! Seriously guys? The lamest I’ve excuse ever heard (2/n)",0
2122371,to whom it got delivered? I am yet to receive d product 😏!! #NotDFirstTime though !! #RepeatingSameMistake #Amazon,16
2122384,2/2 ... That should run some TUTORIAL PROGRAM for the Prospective Buyers so that they should not feel cheated later.,0
2122393,Rude diwali shock. mixie i bought on stopped within a mnth...cant cook what i wanted to😡,0
2123710,Why high prices for the same item for Prime Members? Sending pics with Prime Filter on and off for same items #amazonprime,0
2123814,hey guys I pre ordered Gary Barlow autobiog. It was released yesterday but hasn’t appeared on my kindle.I have synced and not there?,0
2124150,Thank you for before the time delivery. #HappyDiwali,4
2124155,". Prime has become pure shit. 2 items, in stock, shipped same day ordered, arriving 4 days later instead of 2 days? Pure shit!!!!",5
2124158,"beware of Amazon guys ... They are cheating the customers , they delivered wrong color product and not giving refund",24
2124160,I have recharged twice 399 rupees on my jio number through Amazon but I did not got the hundred rupees cashback on my Amazon pay.,16
2124162,Downloaded the app as your ad said win an iPhone 7 but after installing there was nothing about iPhone 7 anywhere😕unfair,13
2124164,Today is 3rd day of delivery.Its already morning and no updates from you except waiting for more 24-48hrs.Complete blunder.,12
2124723,I am trying to understand why $10 has been deducted from my bank account,3
2124728,what should I do if a amazon inspection error I returned is takes too long to refund and the rebuy item sells out?,0
2124736,useless at sorting out my account out had issues since Friday and still not sorted. Selling items that are not even mine.,3
2124744,is there any laptop on bajajfinserv emi??,0
2124747,When you have someone stay in all day for your parcel which you had with Prime delivery and then get an email to say you won’t receive it for another 1 or 2 days 🙄.,14
2124766,"products are inclusive of GST. MRP Rs 138, selling price Is 150 #Amazon #AmazonPrime",0
2124782,"This is my third fire stick from , each one gave me this message. Amazon customer support tell me to keep exchanging them...",0
2124808,. again delivery and no contact details your WN6 driver is completely useless - if he delivers same time tomorrow which he will there will be no one in,4
2124811,"So I ordered something from Amazon and paid extra to have my package delivered today. When I look out the window I see something laying in my yard, it turns out to be my package just thrown in my yard for someone to take. SMDH #AmazonSucks",22
2124817,"Hello, are the prices for the Justice League sale books in the Kindle Store already discounted? They seem to be higher than at Comixology, usually they're almost the same.",0
2124820,"I'm legit upset that Amazon Prime has let me down. First time, but with a game I preordered last week and something I was really looking forward to :( I could of gotten it from GAME in the time i've waited tbh.",4
2124825,care to explain why your app no longer works for no apparent reason?,13
2124827,"Amazon - 3 orders - 1 delayed , 1 invented a security gate before my front door and the third is damaged in transit - Now i remember why i rarely shop with them",23
2124833,"Hmmmm this was delivered to work, there is no garden!",24
2124837,Can someone from the tech team confirm the Alexa doesn't work with Fire TV Stick in India? I am not able to connect both of them together.,18
2124848,after complaining on our last 9 deliveries for our parcels not to be left on our doorstep . We get home today and surprise surprise!! Getting nowhere fast ! Amazon sort yourselves out !,10
2124851,I have a bitter experience shopping at Recently I bought an HTC mobile from (ORDER # 408-7764128-1413953). This phone should contain 2800mAh battery but it actually has 2600mAh. Also is declining the return. So what should I do now?,21
2124855,"whats the point of having prime membership when most prime deliveries end up with ""we couldn't deliver your parcel because nobody was home"" even though I was home...",0
2124860,"Amount has been debited from my Account against and order, Now I received an email saying that, Order cancelled because of payment could not be completed.",14
2124862,Wow! this packaging job is atrocious. I don’t order books for them to arrive damaged 😡,11
2124864,Can someone get in touch with me fromyour support team.Pl Dm for contact details,0
2124867,The best part of kindle was the fact that it would open right where we leave! I was half way through option B some months back and now it opens from page 1 😰 what went wrong,0
2124882,Why cant I purchase anything on my firestick my card details are on it but wont let me purchase an app i need !,13
2124886,good afternoon guys can you give me the customer service number to call amazon have an issue with an address that I want to fix,6
2124890,Still waiting for our pro controller to be dispatched after ordering it 5 days ago.. what's up with that amazon,9
2124892,can someone from your support team get un touch with me asap.Pl DM for contact number,0
2124904,could u help me cancel an order?,15
2124912,This is COD eligible device But at the time of checkout there is no option for COD.? Why sir ??,4
2124916,Should I be concerned that this isn't yet dispatched,0
2124920,Dear i keep cxling a subscription order &amp; it keeps re-ordering itself #frustratedinBisbee,0
2124922,Cannot believe left a £450 console in my unsecured back garden in pissing down rain which is obviously not an agreed safe place. This whole purchase has been an insult. I've been treated like something they've stepped in. Disgusting.,0
2124925,Check the order details,0
2124930,"fed off of calling the customer executive for same issue again and again, Trust is up now.",0
2124933,Come on . You didn’t deliver my package last night and now I have to wait another day to get it? You can’t resend it out today?,22
2124935,. Your chat customer service is really amazing. Just had another fabulous interaction with your team &amp; I couldn't be happier. It's like talking to a real human w/ a personality. So refreshing. Thank you !,6
2124937,So now is tell me I won't get my item until tomorrow even though it was out for delivery yesterday. Christmas shopping won't be done there this year.,2
2124943,"Placed a refund for one of my recent purchase with which got picked up by their courier partner after inspection. After 8 days of the pickup, Amazon says they received an empty box and won’t be able to process the refund.",16
2124946,Please take a look at this #whereismymoney #amazonindia #Amazon #disappointed #Frustrating #badcustomerservice,0
2126209,Still no change to my delivery and the game comes out tomorrow? Help? 😰,15
2126213,"I’m SO disappointed in my recent prime pantry order, so not fresh!! I got a Mac ‘n Cheese Puffs that are stiff n smell bad! I..",16
2126217,"ordered from Amazon.de, delivery date missed, and person left location, the item is still on the way. How to return/reroute?",20
2126222,Oh I'm so disappointed. 10x I asked CS to call me. Crickets. Found a number for Kindle CS and called that. They transferred me.,0
2126244,such a negative experience from amazonindia portal. #poorcustomerservice #pathetic,0
2126247,#PreOrder #rubbishservice #disappointed #primecustomer,0
2126255,"Hi, wondering why my order has been 'preparing for shipment' for 3 days???",5
2126647,"I listed my product but it's not showing up! I am paying the fees. Not happy about that. Please, help-ASAP! I have been emailing...THANKS!",15
2126650,and u guys did it again. Why do u show products if it's unavailable. You make us wait for it and give nonsense excuses,0
2126657,"hi, I ordered a toddler sippy bottle and only the lid arrived! Help please.",15
2126660,Hey I received a package of lashes at work that I never ordered so how do I find out if this was a mistake or if they’re mine?!?,22
2126672,i need to speak to a manager,0
2126674,Do you think this is acceptable after making me wait almost 2 days for my Xbox One X pre order? Fuck you Amazon! #XboxOneX #Amazon,5
2126691,"I was on the 10th episode. Why , why? #Constantine",0
2126695,Massive packaging #fail from Ordered a scraper for the brick paving in Work👀,0
2126712,#XboxOneX finally arrived from - delivered by Ace Ventura!,24
2126714,anybody else having issues with their firestick?,0
2126716,So I ordered an umbrella from and it came in this.......I wanted an umbrella not deforestation #packagingfail,0
2126719,Listen yall tellin me my package arriving tonight still but still hasnt shipped? Get Bezos on the line,22
2126724,I received an email saying my parcel is ready to collect but then another email saying there’s a delay... which is correct please?,14
2126728,I have ordered a parcel which is showing as delivered but no one was home and it’s not with my neighbour. Please help,24
2126731,"Hello, the website says that my package was delivered yesterday and handled directly to a resident. There is certainly an issue i have received nothing and nothing was left in front of my door. Thank you for your help.",24
2126733,I had a very bad experience with your customer rep. I was not able to deny delivery of the phone because it was given to the mail room without my consent. ORDER # 406-1171704-9492339,21
2126737,why do your employees waste huge boxes on small items? No wonder prime rates are on the rise,0
2126740,"Hi,i would like to work with you guys. i have a youtube site. I would love to advertise your site with your products . #amazon #amazonmusic #amazongames",0
2126749,When you aren’t in to accept your delivery so the courier takes it upon himself to open your parcel and post each individual thing through the door! So now Oli has seen some of his Christmas presents as he got home before me! Amazon have messed up so much recently!,16
2126752,I want to know why you make fool and stupid to costmer is it your company policy or you guys like it..,0
2126756,"Is it because I opt for Free Shipping that you ALWAYS send out my items a week later than I ordered and inside Bubble Mailers that are too small, ensuring that my items are destroyed in the process? Asking for a friend.",0
2126759,Hi there. I have two orders that were meant to arrive by 2nd November. Are you able to check and see whats going on? Thanks!,23
2126765,So i order COD using amazon prime on monday and its still not here. explain?,0
2126769,"So apparently no delivery now today because my address is registered as ""commercial"" 😑 You guys are disgusting!!! #XboxOneX #TookMyMoneyQuickEnough",10
2126771,This is unbelievably wasteful. You need to re-look at your packaging,0
2126792,very naughty that an item I paid £240 for wasn't delivered in the Amazon box I had requested! #nochristmassurprisehere,24
2126795,"Okay , #prime is now such a crapshoot on whether “Guaranteed” means “Guaranteed” - more than half my order sposed to be here yesterday, but coming tomorrow. #lackofservice",0
2126798,hey! I just received my order. It was supposed to be a two pack but only one came? Is it possible they were shipped separately? I didn’t receive two tracking links?,1
2126800,any way to make alexa ignore tv commercials? #annoying,0
2126802,I hope whoever gave my parcel to yesterday is enjoying it.,0
2126804,Amazon fucked up and sent me the same packages smdh and they charged me twice 🤦🏼‍♀️,7
2126807,Will I still get my package today?? I’ve been waiting for it all excited and now I’m upset!,9
2127980,"could you please not use . Stick with just USPS, UPS, and FedEX. Thanks!",1
2128491,Time to start the Christmas shopping. Give the kids a catalogue to mark up and then order online and relax.,4
2128497,I tried to get amazon prime and my account is debited too by Rs. 499 but I still can't avail prime service...,3
2128506,"Hello, do you think I will get my phone today? Was supposed to be on 16th Oct",10
2128532,"Y do u ppl display sch products on site, if u r not willing to deliver anywer !! time to switch 2",4
2128557,Very Disappointed with Amazon.I didn't receive my order till now .Made several complaints but all went useless.,0
2128574,Pathetic again ur executive updates delivery attempted... I am at home no call and no one came look at India,2
2128576,Noticed this sticker on refrigerator shipped from Amazon. Is this refrigerator intended for end customer use?,0
2128580,"Happy with the prompt delivery but dissatisfied to the core, for your awful PACKAGING! Product packaged yet visible.",2
2128852,"again parcel due for delivery today by 8pm, it’s not even been dispatched? Been waiting 4 week now, thank you",9
2128857,Dear why is it that I have to part the red sea just to find an authentic customer service number? You don't even have a proper contact us page...,6
2128865,Frank always takes the HIGH road. Catch him and his lovable but unruly flock! #Shameless Season 8,0
2128873,Purchased a watch from ...Same watch had different price on its tag and on the Box... Online discounts are a fraud.... Disgusting,0
2128884,"Just had this come though on email, Looks like a scam beware all!",14
2128888,"made an order a couple of days ago, it’s not even dispatched yet but one of the items is £11 cheaper today, we paid with part gift voucher; would we get the gift voucher credit back too if order cancelled? 😏",5
2128894,yo this just showed up at work. How we supposed to know who this was addressed too?,1
2128897,If my phone cases were here on time this wouldn't have happened cough cough,4
2128902,seriously this is how my parcel came. Prime delivery. This isn’t acceptable,2
2128905,..... Such an Impressive Failure Of Guaranteed 1 day Delivery on the Cost of Priority Product. 5 hours call with Amazon.in and blamed back on unsuccessful attempt by Amazon. A kudos to A Giant... Order#405-73699437-7642722,12
2128931,"Losing faith in . Their own delivery service has screwed up TWICE. Today? Pkg open, contents out and missing one glass. #WeddingGift",2
2128936,hey . . STOP your drivers from putting my packages in my mailbox...the picks them up thinking i’m sending out a package #holidayfail #amazon,7
2128939,I haven't been able to access your website for the last 2 days. Is there something going on??,5
2128948,Hey what do you think about that??? #disapointed #akira,0
2128961,". Amazon Transportation Services Tracking #: 511372066179 Ordered on 31st October. Expected date of delivery 6th Nov, then revised to 8th, then 9th Nov. Still 450 kms away right now. Brilliant as always!",2
2128965,"hello, was just scolling through amazon and found this mistake, hope it helps. it's the ''transfer files as'' I thought it should be ''transfer files at''",1
2128971,"I just want to deliver the item that I actually ordered, instead of the completely useless (for me) item I did not order.",1
2128975,heeeeeeelp meee! I accidentally one clicked and got charged for prime and don't want it &amp; want my money back :(:(:(,17
2128977,Amazon delivery driver just backed into my new retaining wall. #$%@#$%!,1
2128980,why are you charging a £3.99 fee for the deliveries now? What is the point of having an Amazon Prime account then? 😡,3
2128995,Appalling service from you. Prime delivery due by 8pm today (which is in 52mins) still preparing for dispatch. CS agents unable to help as getting no response to their emails/queries to fulfillment centres. Not good enough.,10
2128998,learn how to ship Funko pops. ridiculous that 4 of 4 are damaged cause of how poorly they were packaged.,0
2129003,why does my order keep getting pushed to the next day.... I had one day delivery and it’s been 2 days 🙄,12
2129009,Shout out to Prime Now,0
2129014,how late on in the evening can i expect a delivery. Paid for next day delivery...nothing here yet???,12
2129017,"so, _two_ packages on separate orders 'lost in transit' between depot and delivery today. Incompetent couriers or dishonest?",23
2129021,". I have an order shipping today. Prime eligible, chose free two day, yet says it will be delivered Monday. How does that work? Sounds like fuzzy math to me.",24
2129026,"If I want to rent a textbook for the Jan-April 2018 semester, and the book I need says it needs to be returned 1/20/18, how do I indicate I need it for Jan-April? Or do I need to wait until Jan gets closer to order it?",0
2129029,I need some assistance in regard to a recently delivered damaged order I have received? How best do I raise this?,24
2129032,I’ve discovered 2 lovefilm discs but cannot find anywhere to check my account,3
2129037,your live video does NOT play on latest Safari browser #fail,0
2129039,thanks for the great shipping. I didn’t even have to pay extra to get it bent.,0
2129042,why have you taken £4.99 out of my account when the item I bought was only £3.99 with free delivery??,3
2129044,"So my package that was “delivered” Sunday was “delivered” today. Thanks, Amazon",24
2129047,The package is not yet opened and still in the mail room. So please get it back and provide me a refund.,22
2129055,Hi thanks for quick delivery but sometimes your packaging is massive in relation to the item with too much protective wrap - could it be reduced? Just a suggestion.,1
2129431,A little typo in the notification I received today.,10
2129434,Trail?,0
2129440,"(1) Had rep Michelle D. said I would receive gift card refund for wrong item and was broken in 1-2hrs, it's been over 2hrs.",0
2129445,"I have an Amazon prime trial going on right now, and I don't remember what email I used for it. So eventually I'm going to be charged and I don't know how to stop this catastrophe.",11
2129447,"Amazing work by driver today. Managed to hand deliver package to me - despite me being 5,000+ miles away in the US at the time...!",22
2129449,"my order not delivered from last one month, customer service just says, unable to find order, pathetic service, can anyone help??",6
2129452,becoming richest man on Earth by loot your customers... #noresolution policy,0
2129454,why make us sign back into everything and log back into our account. What other platform does that?!,3
2129456,Amazon where is my waist trainer 😒,0
2129479,"When you expect a capture card to come in from , only to receive this box of foam. Support is handling this terribly.",0
2129481,"WHERE IS MY CD, POSTCARDS IN THE SKY!!",0
2129894,Not happy. Preordered Bruce Dickinson book and your not delivering till a week after its released.,0
2129903,Ordered Philips Bass + couple of days ago. Didn't get a voucher code to redeem the special offer.,5
2129909,Amazing Quality products received in just 2 days of Order date. Thank You Highly Impressed with the services !😊 Happy Diwali,5
2129912,I want compensation for the stress I've had to endure. U hv not kept a promise n now getting run around,0
2129917,well done amazon Prime. Promised date 17/10... today being told delivery will happen on 20/10 👏🏼amazing service 💀,2
2129920,"Purchased kaspersky CD,but the cover was broken and I didn't received the activation key also . Why ?",0
2129925,#amazon pls share your address and keep it as a gift it will be on time for Xmas hopefully ??,4
2129931,Something is wrong with your #Thupparivaalan release,0
2129936,"yoooooo your batteries broke, leaked and ruined my LG TV magic remote. That shit is so expensive! the fuck!?",0
2129940,Hi.. Need help with one of the products that I had ordered. Appreciate your quick response!,15
2129950,why does it take 15mins to reflect money added in my Amazon pay balance??? When and do it immediately...,17
2130878,"my recent order has been put on hold, and my account locked. The email says to log into my account but it's locked. So how might one do what you've asked?",3
2130893,HEY .Delivery for MONDAY but still not done #amazonshipping,2
2130897,"Dear , can you please tell your delivery team that is not okay to open someone's front door, without ringing the doorbell, dropping the delivery in our hall and leaving. Disgusting disrespect. Trespassing. Not happy!",2
2130903,What the hell why aren't customer reviews allowed for Amazon Echo products? I wanted to leave some negative reviews.,18
2130915,"If no ones in the house then post my parcel through the letter box, or leave it with Brian next door. SIMPLE. Come on",0
2130922,When/why did leaving deliveries on doorsteps without a signature become a thing? Two missing deliveries in two weeks :(,0
2130924,How can anyone affiliated with Amazon think it's okay to ship an item in this condition?,0
2130934,"Locker pickup was fine, thanks . Follow up survey less so...",0
2130940,Thanks,0
2130944,I guess two days are different from normal-person days.,5
2130951,Prime delivery due today is still in one of your fulfillment centres. Customer service can't help as any emails they've sent earlier today to sort this have gone unanswered. A wasted day and I still have no answer as to when to expect this delivery. Appalling Amazon.,10
2130953,Hey what kind of quality is this?? This is how my book from came out of the package..that’s just not right,1
2130961,do you have a UK based person I can speak to?,0
2130963,Issuing the same product I returned in a new pack as replacement. What bullshit is this?Are we fools? We can tolerate poor customer service to some extent but not this cheating. Explanation needed from legal team #amazoncheats,6
2130968,hello anyone there ? Need some help,15
2130973,"hi there i have been having problems with my orders page, talked to you guys via email and got told to log into account 2. how do i go about that so i can see if my order is still there or not",14
2130981,Thanks PRIME for ruining my mum's Birthday by failing to deliver our present to her 👎🏼💩 #AmazonPrime #letdown,0
2130986,"I've waited on a pair of vans to come in for like a week, yalls orders process blows",23
2130993,Dear .. did GST affect the pricing so much ? Well played 👏👏👏 #AmazonPrime,0
2131000,#AmazonIndia wonder if we got any notification that the site will be down,16
2131002,so i returned an item to 5 days back refund not process reason item has not reached fc whch is less then 50 kms away luks like its walking to the fc #pathetic #customer #support #amazon #India,5
2131005,i am interested in developing private label canadiana and souvenirs with you. I work with the countries top tourist attractions. How do I connect to you?,0
2131008,Not quite sure my 'brand new' book is quite 'brand new' 😠 #lookstohavebeenread,0
2131011,Also just got notification that my parcel couldn’t be delivered cos they tried to deliver to a business address at 7:20pm. Sometimes wonder what the point of prime next day delivery is 🤔,12
2131013,My morning was made. Amazon prime now is my newest life hack! I feel like don’t have it all together when it comes to grocery shopping and…,11
2131019,I watched first episode of Constantine on and now it says it's not available in your location. Wtf is this?,0
2131770,Need advice re: purchase from wish lists. Can you help?,15
2131801,"Receantly I oredered HTC Desire 10 pro.I got the mobile but it is defective, useless. It is strucking, discharging quickly.",16
2131806,"1/3 Ordered MotoG5sPlus(ORDER:407-4658599-3131546),AfterOrderRequested for ColorChange, ur exective told 2 exchange after delivery",21
2131825,Ordered groceries from for the first time! It was awesome! Never leaving the house again! #hermitlife,4
2131845,no cash back in sbi credit card for prime member..wth,0
2131858,&amp; Aai's diwali present is here. Thank you for delivering it before time. :),4
2132767,how how how do you cancel the service?,6
2132770,is taking their sweet ass time shipping my 10th anniversary collection. Not sure whether to be concerned or not,4
2132775,"your automatically applying a gift card balance to every order is infuriating, especially since the only way to refund is to cancel.",0
2132778,im sick of my packages being left anywhere opened and destroyed,7
2132780,"Shocking packaging, is this how you package all your hard drives ?",22
2132788,"For all that I complained, have come up trumps and totally impressed me with their customer service. Thanks to Agi and Neeraja",6
2132792,"Can you tell me why amazon support staff can not contact Amazon Logistics by phone to locate a parcel, or provide contact info so I can organise collection of a delivery that the driver says can no longer deliver today or why no one has called me back as promised?",2
2132797,hi I’ve recently placed an order and it isn’t showing on my order history when I log in? Also my payment details have gone...,0
2132799,purchased a ebook using Kindle.order id D01-7999228-7224668. Amt deducted but Kindle says failed transaction. Can you please verify...#kindle,21
2132802,Amazon delivery today! Possibly the most inefficient use of a large box 📦 ever! 😂😂😂😂 #amazon,10
2132804,"Hi, I've received an email stating that my parcel has been 'handed to a resident' but a card has been posted through my door stating it's in my front porch. Oh and I don't have a front porch - please tell me where it is! I'm not happy!",14
2132814,hello i ordered item few weeks ago and its not turned up,0
2132822,"once again delivery people claim to deliver but they haven’t rung, haven’t knocked, haven’t been here at all!! 😠",2
2132827,I’m very displeased to discover that my Nintendo Switch has been delayed. Why do I pay for Amazon Prime?,0
2132829,"S/O - a day late with the shipment and the delivery guy literally *dropped* the package on the porch. Thanks, but fuck off.",22
2132836,Thanks for charging me overnight shipping on something and then sending it Escargot Express Neglected Class. (Delayed - Estimated arrival Friday by 8 PM).,0
2132842,"Waited in all day for a guaranteed Prime Delivery that hasn't arrived, this is the 2nd time in a row this has happened, a courier problem maybe? Not good is it!",4
2132851,"I accept that the Akira 35 box set was out of stock when I ordered it on the 30th, but now it's not going to arrive until the 14th? ☹️",0
2132853,"My package is a week late and here's the ""more options"" page that's been loading for, idk, like two years? A+ customer service, guys.",6
2132860,this could have had serious health implications for my children if they had swallowed this tablet. I would like to know how this happened and what you are going to do.? A £25 voucher does not compensate us enough for what could of happened,0
2132862,shocking packaging! Is this how you pack your hard drives #Amazon,0
2132864,all my orders from 3 different places are delayed due to external factors.theres no major weather problem in these places.then why delay?,23
2132867,"I have no issues with deliveries from UPS, FedEx, etc. but your same-day delivery hired guns are completely inadequate. If you're delivering to an apartment, you need to ensure delivery before 5pm so they can enter through leasing offices, etc. Ridiculous.",12
2132875,hey I have prime - if I want to get narcos it’s Netflix - do I have to pay extra to watch these? Also says watch with 30day free trail but I’ve already got an account? Help explain xx,16
2132877,amazon seller make me fool send me different item but amazon can’t take any action i really dissapoint with amazon please help me order id #404-2077168-8785924,21
2132880,has anyone had an issue with heat distortion on the echo?,18
2132882,"RUDE CS on the phone, awful....NOT HAPPY",0
2132884,So have tried to take 3 payments out for my order. 2 have cleared (totalled up to the value of my order) But a additional £1 pending transaction! Seems like daylight robbery to me!,0
2132887,. have outdone themselves by leaving an Xbox One X somewhere and not telling me where. “Handed to resident” despite nobody home and no sign of it. Bravo.,0
2132891,hi i signed up for prime account I'm from Netherlands abut can't watch prime video for free. It asks me to give up a payment method. Can you you help me please,3
2132899,what’s the point in paying for next day shipping if i’m not gonna get it the next day? 🙄,8
2132904,"Network up, unable to connect to servers. #WOW",0
2133271,Been told the wrong thing by 3 different Amazon cx service representative. Why did ibother ordering the digital product from you,0
2133282,kudos to your delivery boys for delivering packet on fetival day. Thankyou,2
2133296,2nd time has delivered my package to the wrong address. Now at the mercy of whoever has it to return it! Why do I pay for prime?!?,4
2133305,faster refund what a joke haven't got my refund since last one week,16
