conversation_id,customer_message,brand_reply
183658,I am not the BETA Token bae I perceived I was?,"Hi, have you contacted EA for issues with the code? ^JJ"
183660,"Goofup with product delivery to wrong address Order#408-6362281-0698719. Support have done nothing, despite two escalations. 😟😔😕",I'd like to take a closer look into this. Please fill in this form: and I'll revert shortly. 1/2 ^AB
183664,#AmazonIndia Paid 100 extra for 1 day delivery Got a call it was missed delivery Non sense Nobody contacted me,I'm sorry for the inconvenience in delivering this order. Call us here: &amp; we'll get this sorted. ^MJ
183664,"#AmazonIndia Dispatched: Your package with OnePlus 5 (Soft Gold, 6GB RA... will reach you by 04-Oct. Track at","As this is a social media platform, we can't view your account/order details.(1/2)^HR"
183664,"Why every time u want us to report and call This is 2,nd time now Can u plz get some genuine delivery boys",Apologies again. Please extend your patience and contact us using the link above for better assistance.^GU
183674,"Why Bosch 6.5 kg Fully-Automatic Front Loading Washing Machine (WAK20165IN, White) in amazon is not available for 600059 when i checkout?",Some items are undeliverable because of the reasons mentioned here: Kindly check. ^ST
183674,"in that case not sure why does it show delivery available before product checkout, after checkout it says delivery unavailable!","However, once the pin code is added at checkout the system shows if it's eligible or not 2/2^MS"
183676,Hey I've been waiting for you to collect my return for days now and I can't find a way to contact anyone about it! Help!?,I'm sorry for the delay in picking up your return. You can contact us through this link: ^EM
183684,having issues with you ipad app. Keeps hanging when I try to change audio of fullmetal alchemist. Wtf did I pay you guys for,Sorry for the hassle. Could you please uninstall and reinstall the app and try again? ^HN
183684,I'll do that. Will get back,Perfect! Please let us know if you would require any further assistance. ^PB
183684,Reinstalling didn't work. Issue is still there. Can't change audio or subs and then app hangs,That's odd! Kindly report it here: and our team will have a look into it for you. ^AB
183689,"placed an order for AC, cancelled same day, amount pending from last 12 days #AmazonGreatIndianFestival not managed properly",Sorry about that. Kindly get in touch with us here: and we’ll be glad to help you. ^NS
183691,Order 4__credit_card__ Instead of delivering my parcel the post office sent me this false paper when no one came to deliver.,"I'm sorry about the hassle. We'd like to get this checked and help, please connect with us here: 1/2 ^MA"
183699,"hi , can you please help with order no 114-6790525-1580205! it was placed on 9/30 but hasn't shipped as of yet!",We can't check on Twitter. We advise customers to not post personal info online. 1/2 ^MC
183703,"if i wanna buy an iphone 8plus(64gb) whose price is around 64k,can i pay 10k instant via ntbnking and the rest in no cost emi.","Unfortunately, you would not be able to club two payments methods. However, (1/2) ^VM"
183716,"I'm facing issue linking my kindle edition to print version. In spite of many emails, it's not getting resolved. What can I do?",Apologies for the inconvenience. We'd like to look into it closely. Kindly fill in your details (1/2)^AP
183721,Hey prime video team is there any option to change aspect ratio from 4:3 to 16:9. I am watching doreamon.,We don't have the option to change the aspect ratio of the video. Appreciate your understanding. ^HR
183721,N some of the videos keep freezing I have reset fire stick many times but that issue never gone Any suggestion could be appreciated,We'd like to help you with your query. Please contact us here: and we'll help. ^VM
183723,where is my PS4 Beta code for Battlefront 2?,Please contact EA directly. ^MC
183729,Ordered new box set 5 movies which was out on Monday but so far not arrived 😭,"When you placed the order, what delivery date was given?^CD"
183729,I ordered it Friday afternoon and It said wednesday it now says Friday?,"Apologies, did you receive an email in relation to the delay? ^JJ"
183729,Can anything be done to help me?,Please contact us here: to look into this further. ^JJ
183731,"Delivery guys aren't calling. I get texts saying ""We tried to deliver"". Every day. Every delivery. For days. (Bangalore)",Sorry to hear this Michael. Which Amazon site did you order from? ^RL
183734,I am that type of person who breath in and breath out when internet connection goes down while browsing Amazon 😎,"Kudos to your adherence, you are officially an Amazonian. So, what are you planning to get this ongoing sale? ^MA"
183734,cryptography and network security book by William Stalling may be. Checking for offer on that book from August😂,That's an awesome choice. It looks like we're running a 13% discount on the book right now. ^AP
184345,Don’t buy a brand new Firestick because won’t even work correctly....I should’ve spent my money elsewhere!,I'm sorry for the trouble. We'd like to try to help. Will you please tell us more about the issue you're having? ^CO
184872,"Well, that's FANTASTIC. My #amwriting music is gone right now because the app for my laptop NEEDED to update, and now it's not working. LOVELY.",I'm sorry about the technical issues! Have you tried to remove and download the app again? Let us know if this works for you. ^SH
186173,I ordered 5 items on 9 Sept. After delays I was offered free re-order but 1 item still not arrived how do I get a refund?,I'm sorry for the wait! We'd like to take a look at this with you. Please call or chat with us here: ^MH
189248,I’ve been waiting a week now for my order. I’m boiling with anger.,We'd like to help! What delivery date was given to you in your order confirmation e-mail? Let us know! ^KJ
189248,30th of September. The driver stormed off angry after being asked who the parcel was for by the person collecting it for me,Oh my! Thank you for letting us know! I'm sorry you are still waiting on your order! Who was the carrier for the delivery? ^KJ
189248,How would I know that I bought it from amazon,You can track your package and find out who the delivery carrier is here: Let us know! ^TK
189528,why don't u bring eco spot #AmazonGreatIndianFestival Echo (Includes 1 Year Prime Membership) - Black,"Amazon Echo Dot is available in black and white. Amazon Echo comes in black, [1/3] ^HA"
189528,Why not echo spot.. ??????,"While we haven't made any official announcement for Echo spot, please stay tuned to the website for updates. ^MS"
190118,i.. think i may have received doubles of the druid spellcards? i got them in the mail on fri but amazon says it's currently out for delivery,"If an extra set of Spellbook cards arrive, feel free to visit us for return options: Happy casting! ^WT"
190118,"oh sweet, thanks!",Happy to help! ^MB
190365,"facing problem with newly purchased note 4 , it's very urgent please replace as soon as possible...",I'm sorry for the inconvenience. We'd like to help you out. Kindly reach out to our support team (1/2) ^AP
190365,And is I'll be there till 2 Oct .. then I will not there... So it's quite urgent,"I understand the urgency of the delivery. I would like to assist you with this, kindly fill in your details 1/1 ^EM"
190365,Sir what happened ... Still now no action,"Pradeep, we've sent you a correspondence. You can check your inbox here: ^MS"
191481,"your description of echo dot includes ""play music on amazon prime music"". Is that available now in India or coming up?! yay!!","We haven't made an announcement yet, Please stay tuned for and update on this. ^KS"
191486,Amazon Echo launched in India. By invitation only - whatever it means.,We are looking for customers who want to help shape Alexa as she evolves in India. ^HA
191489,did the minimum delivery charge jump from $40 to $50?,"Yes, orders under $50 before tax will have a $9.99 delivery fee applied at checkout: ^AF"
191496,Boom! At last... thanks for the assistance,"It 's always a pleasure to help an old school gamer, what will be the first game to play ? ^ME"
191496,I’m working so will be later 😉 mario...,Perfect ! Can I count on you to get back at me with some feedback 🎮 ? ^ME
191498,Hate to say this but logistics is the actual worse.,I'm sorry for the poor experience! Without providing any account sensitive info could you tell us more about the issue? ^ZW
191500,hi can you please DM me and met me know when i can expect my delivery today.,"I'm sorry we don't have access to orders via Twitter. Deliveries occur until 21:00, please keep us posted on the delivery. ^CO"
191504,So whats the deal with #amazonprime? What happened to two days? Is that just a thing of the past?,I'm so sorry to hear this! We like our customers to have a great experience w/us! Is there anything we can assist with?^FR
191507,"my old address is fine but when I try to update my details it suddenly says out isn't a ""valid zipcode""",I'm sorry for the trouble with your address! What site do you use with us? Is it .co.uk or etc? ^TG
191510,I preordered battlefront 2 but have not received a beta code yet and the beta starts tomorrow for people who pre ordered.,"I'm sorry you didn't receive your beta code. We'd like to look into this, pls contact us here: ^CO"
191510,I sent an email from the customer support portal an hour and a half ago and haven't heard back yet about my beta code.,Contacting in by phone will get you a real-time response. Use this link to set up a phone call: ^GL
191510,Yea but I'm at work really can't spend time on the phone,I understand your concern. You can reach out to us when it's convenient for you. ^GM
191531,Ive been waiting for my TV for a month! None of your Cst svc members could help and wanted me to pay more to get it fm anti vndr,I'm sorry for the wait! What was the estimated delivery date provided at checkout? Did this date change? ^JO
191531,There is the same model for 100 more from another seller but you guys won’t cover the difference? It’s crazy.,Thanks for letting us know! What is the most recent estimated delivery date change? ^JO
191531,This time was oct 9th,Was the TV being shipped from Amazon or a third-party seller? ^ZW
191531,It’s crazy. Do you need the order #?,"We expect it to arrive on the 9th. If you don't see shipping progress, please contact us again: ^AF"
191531,One of your customer service reps canceled it on the 2nd. What is going one?!?!,I'm very sorry to hear that! What did customer service say about why it was cancelled on the 2nd? ^AH
191531,No. You guys did it. No one knows or left notes!!!,I'm truly sorry for the poor experience. Did you receive an e-mail after your contact from the associate with a survey? 1/2
191531,I did. And I did fill it out but that doesn’t help me get my tv. And not the funds are in limbo and I can’t get a tv that is a month late,"If the order was canceled, any charges would have been refunded as well. We recommend placing a new order for the TV. ^MB"
191534,the seller said they sent me a replacement for a broken product but it does not show anything on the site,Did the seller provide a new tracking number for you ? ^DD
191534,no new one,"Have you contacted the seller about new tracking info yet? If not, here's some tips on how to do so: ^TG"
191534,I emailed them and they gave me Patch SellerOrderId and ShipTrack but it is not under my orders and i dont know how to look it up,Did they mention who the carrier for the replacement order is? ^LB
191534,no they did not,Please use the link provided by TG to can contact the seller and have them provide the necessary information to you. ^GG
191541,courier did not pick up my call thru d day &amp; nw says unable to contact me. I cld him multpl times as he was non commital to.. 1/2,Apologies. I’d like to assist you. Please fill this form: and I’ll contact you at the earliest. ^NK
191546,"... stilllllll waiting on Amazon to send me a code, placed my order in April 🤔",I'm sorry you haven't received the Beta code yet. Please contact us by phone or chat: ^MG
191554,Anyone working at who can help me with a store merchant issue? Having a 4-month long nightmare trying to get my account unlocked.,"Oh goodness! We'd like to help. Have you been in touch with Seller Support? If so, what information has been provided? ^AB"
191554,What happened is I tried to change my bank details from Spain and they flagged me as fraud - even though it was my account. :(,I'd like our team to look into this. Use the skip sign in option to send us your information here: ^GL
191554,"Thank you, just did :)",I can confirm that we've received your information. We'll need time to research this and then we'll be in touch via e-mail. ^RA
191557,"1 week without our Roomba and life just isn't the same. Ordered new battery on with 1 day shipping 9/30, still not here :(",I'm sorry you haven't received your battery! What is the current order and shipping status: ^ME
191557,Once I get both batteries I have to ship one back.,Keep us posted on the arrival of the replacement! We want to make sure you're reunited with your Roomba buddy soon! ^ME
191563,need help getting credit for a damaged item.,"We have responded to your Direct Message, Heather. Please let us know if you need further assistance there. ^MT"
191579,One of you is lying! Either it has been given to MyHermes or not. Both are saying the other has it - Sort it out guys!,"I'm sorry to hear this! When you spoke with us directly, did we offer any options? If so, what were they? ^GL"
191581,"Hi , please thank your delivery driver for watering our plants for us on Saturday evening x much appreciated x",I'm so sorry to see this. Please leave your info here so a specialist can reach out to you: ^MC
191587,What really is the point in paying for prime if they won't deliver next day.,We'd like to help! Have we missed the estimated delivery date shown here: ^NM
191587,"No, i ordered it 2 days ago with the idea it'd arrive today. It now says arriving tomorrow.",Oh no! Has the delivery date changed since check out? What was the date given in your confirmation e-mail? ^NM
191587,Confirmation email was 4th Wednesday 4th (today). The order now says Thursday 5th.,I'm sorry about the delay! Please keep us updated on the arrival. ^KH
191593,HI I am in big problem. My account locked and cutting 7 Euro every month. Please help me. I am from Bangladesh.,We'd like to help! Do you mind telling us which Amazon site you primarily use? ( ^NM
191593,As you dont serve in Bangladesh. I go on every site and check prices.,"If you need to reach the Amazon.de customer service, please follow this link: Regards ^VM"
191600,issue with app on iphone?,I'm sorry about the frustration. What problems are you having with the app? ^JF
191600,Its showing issue w/ connection,"Please try removing the app, restarting your phone, and then redownloading the app. Let us know if this works. ^VS"
191600,Same issue,We'd like to take a look at this a bit closer with you. Please call or chat with us here: ^MH
191600,Tried downloading and same issue,"We'd like to assist you directly, please reach us here: ^NC"
191611,pretty sure inside my wheelie bin is not a safe place for my parcel,I apologize for the trouble! Is your parcel okay? ^NC
191616,I am unable to pay for my order id :- 405-2765780-7605958 and 2 more.Your team suggested to cancel the order. What should I do ?,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KH"
191616,Crap. What should I do ? Your telephonic team told me to cancel this order. Holding my money in amazon pay. They asked me to call bank.,Our website tends to send a correspondence to revise the payment if the payment isn't successfully transferred by your bank.(1/2)
191620,Dear I understand that Chennai has many Telugu speakers. But renaming Tamilnadu as #TamilNaidu is just too much 😂,"Thank you for flagging this, we will get this reviewed with our concerned team internally. ^OS"
191623,Preordered #StarWarsBattlefrontII from and I haven’t received my code for the beta,Hello Francisco! WE have replied to your DM. ^DD
191658,"Amazon, do we have any update on my request.",Kindly reach us via and we'll help with updating your delivery address. ^VM
191658,I have written you people quite a few number of times. But till date there is no final result from Amazon.,Apologies! We'd like to have a look. Kindly connect with us via chat/call for further clarity on it. ^PB
191658,"I did give a call Amazon India all I got to hear was the team will look into. This cannot be the response from a Global Company ""Amazon"".",We're sorry for the trouble. Please share your details with us here: and we'll help you. ^ZH
191658,I have submitted the details on the link that was shared with me.,Thanks for the heads up. We'll check the details and get back to you. ^CA
191658,"Amazon, do we have an update on my issue.","Swaraj, you must've received an email update from us, you can check that here: ^MS"
191658,"I want a specific timeline, telling me by when the Amazon Pantry products will be delivered at my Pin Code - 121010",Request you to write back to the email you've received from our team and we will revert on the same. ^SQ
191658,This email is of no use to anyone. I hope it makes sense.,We understand your concern. Please reply to the correspondence sent by social media team for us to assist you further. ^SV
191658,What is the status for Amazon Pantry delivery for Pin Code 121010 - India.,"Hi, you can see delivery status on the prime pantry page. ^HN"
191658,Needless to mention I am an Amazon Prime Customer.,Kindly respond to the latest correspondence you received from us and we'll reach out to you soon. ^MA
191658,I have not received any response from your end.,"Please check the spam folder. If you haven't received any, please share your details and we'll get back to you. ^HD"
191658,"Shared my email address, via DM",We've responded to your query via DM. ^SK
191658,Was this the ridiculous email that you Amazon were so eager to send me.,"I'm sorry, the resolution provided to you over the email is the best we could offer. 1/2 ^HD"
191662,": Just look at the tone taken by your executives who don't understand that if I'm buying something worth 60k, I need to be assured of the installation/demo. : I still don't have an answer!",Sorry about that. Kindly drop in your details here: and we'll work on it. ^NS
191662,Filled. Also sent DM with the details,Thanks for keeping us posted. We've received your details and we will get in touch with you soon. ^AS
191698,Thanks for nothing you advertise beta codes so I preorder then u don’t deliver so u cancel. Guess I’ll skip,"I'm so sorry for the trouble you've had, Tom! Have you tried to reach out to EA? You can do so here: ^FR"
191698,Now me the customer has to be the one to jump through hoops just so I can give u my money? Seems backwards,"When you get a chance, reach out to us here: so we can explore all our options with you! ^FR"
191700,"when do i receive my star wars battlefront 2 beta code, ordered it this morning #Amazon #amazonhelp",Thanks for contacting us today! Please reach out to us here so we can investigate this together: ^TG
191712,No reply yet even after almost 11 hrs,"You should've received an e-mail from us, please check your mailbox for any updates. ^HT"
191712,No ..dint received any mail..,Have you submitted your details through the secured link provided earlier? ^HK
191712,Send the details again,We've sent the correspondence to your registered email ID. Kindly check it here: ^GK
191712,No correspondence received...r u guys joking wid us or what..damn idiots..I want my order replacement by 2morrow at ny cost or c u at court,from the account that was used to place the order. [2/2] ^SK
191712,No concrete reply..,We definitely have a look in to this. Please share your details through the link provided earlier so that we can assist you. ^NK
191712,No concrete response yet...going to file case in consumer Court...see you at court,Sorry for the inconvenience. If you've shared your details as requested here: you would've (1/2) ^KA
191712,Received no mails yet...,Sorry for the confusion. Kindly check the spam/junk folder in the inbox related to the email address you have provided 1/2 ^KA
191712,No mails no replies...u shud have called us and shared the status of replacement of phone,I checked and I see that we have sent out a correspondence. Request you to check your registered email ID or you (1/2) ^GK
191712,No response for our order replacement of Motog5splus (order no 408-0445905-1892307) .,"We are working on the issue. We'll revert you at the earliest. Also, please don’t provide your order details 1/2 ^SB"
191715,How can I become a productive student and y’all fuckers won’t send me my damn computer charger ?,I'm sorry your charger hasn't arrived! Was this sold by Amazon or a third-party seller? Has the delivery date been missed? ^VS
191718,since when does charge for returning items that don't work out? i have never had to pay for shipping return items.........,"Hi, what was your reason for returning your item? You can review our return shipping policy here: ^FD"
191725,: please let me know what to make of this. Thanks.,We'd like to help. Did you receive your parcel? ^KH
191725,No. Not at any neighbour's well - not that that was what we requested - that we can see. And given no number left...,I'm sorry you didn't receive your order! Please reach out here: so we can take a look into this. ^AH
191728,". why did you cancel my pre-order of ""art of the larder"" and why did you not bother to send me an email informing me?","We don't have access to your account via Twitter,but we'd like to help!Have you been able to check your message centre? 1/2"
191734,"If my robot butler can’t tell me the parking situation at the new Trader Joe’s on Capitol Hill then what’s the point, really. cc",Hey there! Let's see if this helps with alerting you to traffic conditions: Hope this helps! ^FR
191740,look into this matter,"We'd like to know what went wrong, please drop in your details here: and we'll reach out. ^MS"
191752,#AmazonIN One of the Poor Customer Support and Fake Promise .... Really Worst Customer Service,Could you please tell us more about the issue you're facing with us? ^HN
191752,explained in Direct Message,Thanks for the update. Our team would reach out to you through DM. ^VM
191752,you have not even seen my msg till now How long should i wait,We are working on it. Please wait we will revert at the earliest.^SB
191752,more than 10 Hour you have Not even seen my Msg Poor Customer Support,I'm sorry for the delay in getting back to you. Kindly fill in your details here: we'll look into it. ^AP
191752,"Submitted my form earlier , no calls or msg till now Hence again Proving Poor Response Worst",We apologize for trail. Please ensure that the form is submitted post filling the same. We do accept your cooperation here. ^CB
191752,"I Had Filled the Same Details which sent you as msg , don't make customers as fools Really Very Poor Customer Support",We've sent a correspondence to your registered email ID here: Kindly check and revert. ^PS
191756,Can explain why this shoe is priced Rs 4999 when MRP is only Rs 3999? BTW is offering it Is 3299.,Pricing and offers are decision of the sellers. The constantly changing marketplace (1/2) ^CB
191767,I pre ordered Star Wars battlefront 2 for PS4 through you guys. How do I get into the beta? I need a code?,Hey there! How long has it been since you placed the order? ^MJ
191780,Maybe if opened up their pre-orders I might order the game 😡,We currently have pre-orders for the standard and deluxe edition with Xbox and PlayStation: ^DD
191780,any word on if physical copy preorders will be available at all?? Prefer it over digital copy :(,On the link provided above you can choose a physical copy of the game and the platform. It will be released November 17 ^VS
191780,I pre-ordered the game on xbox one and no beta code was sent!?,Hey there! Do you mind telling us when you preordered the game? ^NM
191780,June 13 2017 .. order #702-2101109-5837033,You should be receiving an e-mail with the beta code within 24 hours. Please keep us posted! ^CE
191780,Still nothing,Official Xbox Support here. Some user's have had success initiating the game from their mobile device. Let us know how it goes. ^IS
191780,Can't get this to work on my Xbox one.... doesn't matter what I do. What a joke.,"Hello! Let's try deleting your profile, power cycling, and recovering 1 ^RR"
191780,how do i do always and no one from xbox support responds? no thank you.,Hey there. Sorry for missing you in the past. Are you currently experiencing some issues you need some help with? ^AK
191780,"Tried that, no good #beta","Do you have the Xbox App installed on your mobile device? If so, let's have you try closing 1/2 ^JA"
191780,"What solution is this? and it does not work on it, it stays the same user screen..... Cant believe in this...","Hi again, Can you clarify what you mean by ""user screen""? DM us a picture of the screen you're stuck on. ^CO"
191785,it's Wednesday Oct 4. How is Monday Oct 9 one day shipping or Tuesday Oct 10 two day free prime shipping?,Sorry but some items may be unavailable to ship immediately. The most accurate estimated delivery date is shown at checkout ^TR
191794,why am i still waiting for my “next day delivery” amazon...,I'm sorry your order hasn't arrived yet! What does the latest tracking show here: ^VS
191800,Well thanks for never sending my Battlefront II beta code . Your service continues to astound me.,Give us a call Sandro and we'll take a look at this with you. Here's a link to help: ^EM
191803,Preordered #StarWarsBattlefrontII from and the #StarWarsBattlefrontIIBETA code doesn't work. That sucks,"I'm sorry the code doesn't work, we'd be happy to look into this with you. Please contact us: ^AF"
191806,Delivery date changed to 19th October! What is going on !? #justiceforLB,"I'm sorry that your order's delayed, Katherine! What's the original delivery date given at checkout/email confirmation?^FR"
191826,thank you to for getting me my money back after ordering an Xbox and it turned out to be some dodgy seller!!,We're glad to hear this! Please let us know if you encounter anything else we can help with! ^GL
191942,WTF! I've been waiting for this order for years! Using the same payment method - I have always used! WTF!,"I'm sorry to hear of the trouble! W/o sharing acct info, can you please elaborate on the issue? We're want to help if we can! ^KN"
191942,The card I have always used - is not being accepted - you must have changed something! There is sufficient funds! Everything is correct!,Have you contacted your bank to ask why the card isn't being accepted? Here are some handy tips: ^KN
191942,I just bought a gift card - to try and pay for it that way - but the only option to pay is by card! You must be losing a lot of money...,Try going here: then deleting / re-adding your preferred payment method. ^NC
191942,OH I HAVE TRIED THAT! THERE IS NOTHING I CAN DO! YOU HAVE CHANGED SOMETHING!,We'd like to look into this with you. Please contact us at the following link: ^WT
191942,I have done that! I have done everything! But I cannot correct an unknown error - with your website! Please help! :(,"When you spoke with a representative in real time, what was advised? ^LB"
191942,"""Please follow bellow instructions to place pre-order successfully : See below for information on how to link an address and credit card.""","We'd like to speak with you directly, please request a callback here: ^NC"
192304,Never in my life have I ever had such despicable customer service as I have from you today!! Disgusting!! 😡😡😡😡😡😡😡😡😡😡😡😡😡,"This isn't the experience we want you to have! Without posting account info, could you tell us what happened? ^GL"
192304,Ahh didn't see all that bit for some reason straight away x,So sorry for your poor experience. You can give direct feedback about an agent through the email that was sent after the 1/3
192304,"Just when you think the level of service couldn't get any disgraceful.....bam you speak to a supervisor who sounds like Stephen Hawkin and constantly mutes the call, tells you he can miraculously see the payment, yet can't tell you how, or what's different from the last! #BS 😡😡",I'd like a member of our team to review the transaction. Please provide your details here: ^RA
192304,"It's not the transaction that's the issue..well it still is actually, why from Luxembourg? Also lack of Customer service from your out sourced call centres...total disregard of customers and spouting a reason they think a customer wants to hear 😡 Give me the facts already!",Please use this link to provide some details and I'll investigate this for you: ^RL
192322,I am not able to cancel my order..plz help,We'd be happy to help! These steps will help walk you through canceling the order: ^ML
192322,U please cancel my order,We don't have access to orders via Twitter. Please reach out to us here: to go over your options.^CO
192687,customer satisfaction is out of this world! They went above &amp; beyond to make sure a mistake to an order was fixed #AkronMKT #ICMKTG,I'm glad to hear we exceeded your expectations! We love this kind of feedback! ^MJ
193044,"- I need to reset my password and email for my a/c. I lost my email id as my email subscription with MSP discontinued, Help Me!!",Please call us here: our support team will assist you regarding this. ^NR
193044,"Thank You 😊, Resolved.",You're welcome! :) Do keep us posted for further concerns. ^HD
193073,m sorry2disturbed u but m mentally harassed by Amazon 405-6636472-3798710 not working booked another order but not getting refund,My apologies for the trouble. Kindly fill in your details here: and we will get back to you. ^KS 1/2
193073,need an urgent solution on my concern I will post until that time I not get the solution how can u do this with your regular shopper,We don't have access to your Amazon order info via Twitter. Please share your (1/2)^SQ
193073,Still waiting for the reply it's really third class service response by ur side,You may check the email correspondence here : Please do keep us posted. ^RD
195318,it is 7:22 and my package says today by 8 pm I'm gonna fight,Thanks for reaching out! Please let us know if the order has not arrived by the given time. ^GG
195388,That says would be here Friday today and didn’t get the one that I NEEDED and PAID for to be here today.........,I'm sorry for the mix up! What was the delivery date you were given for your bathing suit? ^GG
195388,Today! 10/4/17,Please contact us at the following link and let us know we missed that date to review our options: ^WT
197529,"for amazon uk same day prime is ready for ng7 but it says ""...no results for this search with Same-Day to your address.""",Some items and addresses may not be eligible for Same-Day delivery. More info about this here: ^GL
197529,"oh wait, is it because i am picking a commercial address?","Yes, we are currently unable to offer Same-Day Delivery for BFPO and commercial addresses. ^RA"
197564,"well I was told in an email I’d be receiving my #BattlefrontII Beta code after midnight last night, but I’m still waiting",I'm sorry for the wait! We'd like to look into this with you by phone or chat here: ^KJ
197566,I am sorry but I will not be using your services anymore if you are going to have Hermes as delivery company,I'm so sorry for the delivery issues! Please keep us in the loop on when your parcel does arrive! ^GL
197649,Anyone help me Amazon have blocked my acc. and i have 1000 balance in account and also prime member cannot even call them 8871367456 acc. No,"If an account is put on hold, a correspondence is sent to the registered email id. Please check it for more information. ^ZH"
197649,My email is __email__ but it has another account,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA"
197649,Then unblock my account,Please revert to the mail sent to your registered email address for further assistance. ^AU
197649,I haven't linked my email,Please share your details with us here: and we'll be sure to help you. ^ZH
197649,In the link of yours It show that the account is locked,We can't access your details over Twitter. Can use the secure link and fill the form for us to pull your details/(1/2) ^CB
197649,But i cannot login in my account it says that my account is blocked/locked,to your registered email account for further assistance. Appreciate your understanding. 2/2 ^MJ
197649,No email linked,You may check the email correspondence sent to you here: Please check and revert. ^NK
197649,Whom to contact with?????,"Sorry for the hassle, please revert to the email and our Account specialist team will sort this out for you. ^MS"
197649,Do whatever u want but unblock my account i need the amazonbasics headphones and chess also,I'm sorry about the account being locked. I checked the image and request you to proceed with the steps sent in the (1/2) ^GK
197649,Nothing is sent to my phone,I’d like to understand this better. Please fill this form: and I’ll contact you at the earliest. ^RD
197649,Nothing sent to my phone no.,An email will be sent to your account from our account specialist team. Please reply (1/2)^HR
197649,No email linked,Kindly check your spam or junk folder once. ^PS
197649,How to check that???? While i an not a spammer i think my account was spammed,"In that case, drop in your details here: &amp; we'll get help accordingly, you may 1/2 ^MJ"
197649,It shows account blocked,need to skip the sign in process for a successful form submission. Appreciate your understanding. 2/2 ^MJ
197649,Tell me when my acc. Will be blocked,"If you've received an email from our account specialist team, kindly reply to the same email (1/2) ^VM"
197649,Provide an email please,Please share your details here: ^PS
197651,None of my birthday packages that I ordered for myself came...not Prime and not ....I'm bummed AF and my Birthday is tomorrow,We'd like to help. What does the status of the order show here: Did we miss our mark? ^CO
197659,"Absolutely disgusted with , daughter ordered a laptop that’s not been delivered and they are fobbing her off","I'm sorry for the poor experience, Robin. Have we missed the estimated delivery date given at checkout/in your e-mail? ^FD"
197659,"So now 72 hours since the laptop should have been delivered , still #Amazon do nothing , have had to get police involved #CustomerService",Sorry to hear that. Is this being investigated for you? ^RS
197659,"Not at the moment , still sticking to the line it’s been delivered",Please provide us as much info as possible here: and a member of my team will follow up with you. ^LB
197667,"Not only was my account hacked for a third time, but their customer service had the nerve to be extremely rude to me about it.",I'm so sorry for the poor experience! Feedback can be left via the survey provided in the e-mail after the contact. 1/2
197667,No-- the woman I spoke with actually laughed at me and said there wasn't much they could do other than wait for an email.,Have you received an e-mail from an Account Specialist yet? ^LB
197677,Glad to see this. You are the best in the world .,"Thanks for your feedback, Santhosh. Please stay tuned for new updates. ^NK"
197677,Amazon can’t u use drones to help the people of PR to deliver emergency supplies to hard to get to bad areas?,Thanks for your feedback. I’ll forward this to appropriate team internally. ^NK
197677,Pls answer me,I'm sorry for any inconvenience. I was unable to comprehend your concern. Please elaborate for us to assist you better. ^SV
197677,awesome. Would it adjust nicely with AVR and speakers?,"It has geographical restrictions, so I'm afraid you will not be able to use it here, Aditya. ^NK"
197677,I believe echo is linked to amazon account. So if you use India account you should be able to use it perfectly,The echo dot connects to speakers or headphones through Bluetooth or 3.5 mm stereo cable to play music. ^SQ
197677,Pls note I have Amazon India account and also have downloaded Alexa App from India Google play store.,This offer is inaccurate. Please refer to genuine offers only on Amazon.in. ^SP
197677,Inaccurate I went mad downloading these apss,The e-mail/ survey/offer you received wasn't from Amazon.in. We recommend that you delete the e-mail/ (1/3) ^VM
197677,I just trusted amazon and i downloaded the apps oh man,Please refer to genuine offers only on Amazon.in. ^SG
197677,And iam wasted the time for getting the free mobile,at risk by submitting any info about yourself. Refer Amazon.in app/website only for genuine offers. 2/2^EM
197677,There is any possible way i can get the phone,This offer is inaccurate and not authentic. Please refer to genuine offers only on Amazon.in and rather report this. ^SI
197677,You made me mad pls give me the phone,We understand you had a bad experience with the phishing email that you received. (1/2) ^VM
197677,Non authentic offer the ad was given by amazon u cheating me,"Further, we'll not be able to provide any insight on this. ^SG(2/2)"
197688,I need to return 2 items and have had to get separate return barcodes. Can I send them back together?They were sent in 1 package,We're here to help! You're able to return the items in one box. Please include one of the bar codes inside the package. ^AB
197688,Thank you!,You're welcome! Please let us know if you need anything else! ^TR
197712,I bought the Ronaldo edition of fifa 18 but i haven't recieved my weekly pack that comes with it. Please help.,"Hey, we'd like to try to help! Have you had a chance to phone us directly? If not, you can here: ^LB"
197715,AMAZON IN INDIA Deliver Damage good to there customer This is the tracking I.D. 216230107345 with following items:,Sorry for the trouble. Kindly report this to our support team here: and we'll check this. ^HN
197717,Wrongly delivered. Please deliver it to correct id,Sorry for the trouble with the delivery of your order. Let us look into it. (1/2)^HR
197720,"there is no response on my order id 69950813752, bluedart provides worst response with no updates about delivery","Sorry for the delay you've had, Vinod. Did you try reaching out to us via: in regard to this ? ^KS 1/2"
197724,Order id 408-9284363-8106739.Amazon cheat and dont refund my money.,Apologies for the unpleasant experience. Kindly share your details here: and I'll contact you. ^GS
197728,trying to log in on the app &amp; on the normal website and keep getting this and a random email address keeps coming up on the app?,Have you received an e-mail about any changes made to your account? ^TR
